name,code,summary,OI,OI_sec,OI_mar,EPS,EPS_sec,EPS_mar,PER,PER_sec,PER_mar,EV/EBITDA,EV/EBITDA_sec,EV/EBITDA_mar,ROE,ROE_sec,ROE_mar,DY,DY_sec,DY_mar,52B,52B_sec,52B_mar
바이오솔루션,A086820,"동사는 2000년에 설립된 세포치료제 개발업체로 2018년 코스닥시장에 기술특례 상장함. 2016년 사명을 바이오솔루션으로 변경함. 세포치료제(화상치료제), 인체 줄기세포유래물질 및 펩타이드(화장품), 인체조직모델 분야의 사업을 영위중임. 주요 파이프라인으로 관절 치료제인 카티라이프, 카티로이드가 있으며, 피부치료제인 케라힐, 케라힐-알로, 동물시험대체로서의 인체조직모델, 대체시험서비스, 화장품원료인 스템수, 엑소좀 등이 있음.2020년 6월 전년동기 대비 연결기준 매출액은 31.9% 감소, 영업손실은 209.8% 증가, 당기순손실은 378.9% 증가. 전년동기 대비 세포치료제, 스템수 등 제품 매출이 감소하여 전체 외형 축소됨. 반면 인건비, 연구개발비는 증가하며 영업손실이 확대됨. 2019년 카티라이프의 품목허가, 인체조직모델에 대한 OECD TG 등재 등의 성과를 거두었고, 2020년 1월에는 먼디파마와 카티라이프 위탁판매계약을 체결함.",-19,"32,896","105,734",-87,487.64,929.35,N/A,164.38,78.76,N/A,16.54,13.99,-1.44,1.08,2.27, ,0.62,0.68,1.99,1.03,1.00
바이오스마트,A038460,"동사와 종속회사는 신용카드 제조업, 화장품 생산, 판매업, 바이오, 분자진단업, 의약품 제조 및 판매업 등을 영위함. 한생화장품, 라미화장품, 오스틴제약, 시공사 등 7개사를 연결대상 종속회사로 보유함. 매출은 신용카드 제조업 38.41%, 화장품 10.13%, 프린팅 장비 0.31%, 의약품 33.43%, 주류결제 4.69%, 서적 16.21% 등으로 구성됨. 여주, 안산 등에 생산시설을 보유함.2020년 6월 전년동기 대비 연결기준 매출액은 10.6% 증가, 영업이익은 19.4% 감소, 당기순이익은 57.4% 감소. 신용카드 제조, 프린팅 장비 등 일부 사업은 매출이 감소함. 그러나 화장품, 의약품, 주류결제 부문 매출이 전년 동기 대비 늘어나며 전체 매출 이 성장함. 동사는 화장품 부문 온라인 채널 확보와 해외 시장 개척, 카드 부문 토탈솔루션 구축, 의약품 부문 R&D 생산성 개선 등을 통해 성장을 이어갈 계획임.",31,"28,444","105,734","1,107","1,584.80",929.35,3.92,50.13,78.76,11.58,11.83,13.99,23.82,3.61,2.27,1.45,0.69,0.68,1.13,1.01,1.00
바이오톡스텍,A086040,"동사는 2000년에 설립되어 의약품, 농약, 식품, 화학물질 등의 안전성,유효성 평가, 신물질 약효검색, 동물실험 신기술 및 대체기술개발을 주된 사업으로 영위하고 있으며, 2007년 코스닥시장에 상장함. 지배회사는 신물질 개발단계에서의 핵심과정인 비임상 연구사업을 영위하고,  연결대상인 스카스비티티바이오애널리시스를 통해 생체시료 분석을 통한 의약품 등의 연구개발 지원사업을, 세종벤처파트너스를 통해 바이오 전문 창투업을 영위함.2020년 6월 전년동기 대비 연결기준 매출액은 0.9% 증가, 영업이익 흑자전환, 당기순이익 흑자전환. 전년동기 대비 외형은 소폭 증가하였으나 원가가 줄어 영업이익은 0.25억원 적자에서 1억원 증가하여 흑자전환함. 보유자산의 공정가치 평가이익 증가로 순이익은 크게 증가함. 2015년부터 '화학물질 등록 및 평가 등에 관한 법률'에 따라 화학물질 안전관리 규제가 시행됨에 따라 비임상 CRO시장이 확대되고 있음.",-1,"3,555","105,734",-109,-348.68,929.35,N/A,N/A,78.76,51.18,28.36,13.99,-5.15,-0.84,2.27, ,0.87,0.68,1.59,1.28,1.00
바이온,A032980,"동사는 1983년 11월 1일 서울일렉트론 주식회사로 설립되었으며 1997년 8월 6일 코스닥시장에 상장됨. 화장품 제조판매업 및 건강기능식품 원재료 유통을 주요 사업으로 영위하고 있으며, 6개의 비상장 계열회사를 가지고 있음. 바이오 의약품 산업은 대표적인 기술집약적, 고부가가치산업으로 삶의 질 향상 등 사회적 측면에 미치는 영향 뿐 아니라 국가경제에 파급되는 부가가치 창출효과 역시 큰 사업임.2020년 6월 전년동기 대비 연결기준 매출액은 38.9% 증가, 영업손실은 77.1% 감소, 당기순손실은 44.8% 감소. 전년동기대비 원가율이 상승했으나 매출 확대와 판관비 절감 노력에 힘입어 영업적자 폭이 축소됨. 당기순손실도 줄어듬. 2019년 12월 31일 건강기능식품제조기업인 금산미학바이오헬스의 지분을 취득하여, 동사의 기술력을 통해 건강기능식품사업을 확장할 계획임.",-100,"10,387","105,734",-399,280.23,929.35,N/A,216.36,78.76,N/A,15.49,13.99,-52.99,0.85,2.27, ,0.42,0.68,1.32,1.00,1.00
바텍,A043150,"1992년 설립된 동사는 Digital X-ray System과 Solution을 개발 및 제조하여 치과에 판매하는 전문 덴탈의료기기 제조업체임. 주력사업인 덴탈 이미징은 치과용 Digital X-ray 및 CT, Generator를 개발하여 국내외 현지법인과 대리점을 통해 판매하고 있음. 동사는 덴탈 이미징 사업을 위한 개발/제조/판매를 통합운영하고 있으며, 연결회사는 본사를 거점으로 16개의 국내 및 해외법인으로 구성됨.2020년 6월 전년동기 대비 연결기준 매출액은 22.1% 감소, 영업이익은 62.2% 감소, 당기순이익은 78% 감소. 전년동기대비 원가율이 하락하고 판관비가 줄었으나 매출 감소의 영향으로 영업이익이 감소함. 국내시장의 경우 전국에 제품을 판매하며, 해외 현지 법인과 90여개 글로벌 네트워크를 운영하여 해외시장에 활발한 판매와 안정적인 유통 구조를 확보하고 있음.",429,"32,896","105,734","2,281",487.64,929.35,12.80,164.38,78.76,8.28,16.54,13.99,14.49,1.08,2.27,0.34,0.62,0.68,1.04,1.03,1.00
박셀바이오,A323990,"동사는 항암면역치료제를 연구ㆍ개발하는 바이오텍 회사로 면역시스템에서 최상의 효과를 발휘할 수 있는 대표적인 구성 요소로 파이프라인을 구성함. Vax-NK 항암면역치료 플랫폼,  Vax-DC 항암면역치료 플랫폼, 차세대 첨단 CAR-T 치료제인 Vax-CAR 항암면역치료제 플랫폼을 보유하고 있음. 동물용 항암면역치료제인 박스루킨-15까지, 항암면역 전반을 아우르는 제품군을 연구개발함.2020년 6월 전년동기 대비 별도기준, 영업손실은 8.9% 증가, 당기순손실은 6.8% 감소. 중단기적인 수익사업으로 반려견용 면역항암제를 개발 및  임상시험을 완료한 상태로 출시하기 위해 품목 허가 신청 중임. 동사의 '박스루킨-15'은 임상시험 결과 안전함을 확인받고 반려견의 암 치료에 우수한 효과를 갖고 있음을 확인할 수 있었으며 2020년 4월 검역본부와 협의하여 품목허가를 신청하였으며, 현재 품목허가 결과를 대기중.",-40,"3,555","105,734",-197,-348.68,929.35, ,N/A,78.76,N/A,28.36,13.99,완전잠식,-0.84,2.27, ,0.87,0.68,-.87328,1.28,1.00
배럴,A267790,"2010년 1월 7일 각종 스포츠의류, 케주얼의류 및 스포츠용품 등의 제조 및 유통업을 주사업 목적으로 하여 설립. 래쉬가드, 보드숏츠, 원피스 및 비키니 등의 고기능성 워터스포츠 의류 및 용품을 주력으로 하고 있으며, 그 중에서도 래쉬가드를 주력으로 하고 있음. 해외시장 진출 및 신제품 개발을 통한 신규시장 개척을 추진. 매출구성은 워터스포츠(제품) 94.49%, 애슬레저/기타(제품) 5.51%로 이루어져 있음.2020년 6월 전년동기 대비 연결기준 매출액은 56.8% 감소, 영업이익 적자전환, 당기순이익 적자전환. 미래성장동력 확보 및 매출 증대를 위해 매장 확대와 매장 설비, 물류 인프라 확충 등을 위한 투자를 지속적으로 시행. 중국과 동남아시아 지역을 최우선 해외 진출 지역으로 보고 그 중 우선적으로 2018년에 중국 심천에 현지 법인을 설립하여 중국 시장을 공략.",85,"32,896","105,734",883,487.64,929.35,13.70,164.38,78.76,9.62,16.54,13.99,16.33,1.08,2.27, ,0.62,0.68,1.10,1.03,1.00
백금T&A,A046310,"동사는 1996년에 설립되었으며, 2002년 코스닥증권시장에 주식을 상장함. 동사를 포함한 4개의 계열회사가 있음. 동사는 크게 Radar Detecter(RD), 무전기(TWR), 블랙박스, RDVR콤보로 4가지 제품군을 주요사업으로 영위하고 있음. 동사 블랙박스의 장점과 독보적인 레이더 감지 기술을 결합하여 새로운 시장 세그먼트를 형성하였고 시장 리딩업체로서 새로운 기술을 지속적으로 발전시켜 시장 수요를 창출하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 11.1% 감소, 영업이익은 43% 감소, 당기순이익 적자전환. 매출이 줄어들었고, 판매비와 관리비 등이 늘어나면서 영업이익이 감소하는 모습을 나타냄. 이에 따라 당기순이익 역시 전년동기대비 적자 전환함.  신규 설비의 교체 등 투자로 생산 능력, 효율화를 향상하여 제품 원가경쟁력을 개선해 안정적인 매출을 확보한다는 계획.",185,"28,444","105,734",118,"1,584.80",929.35,25.32,50.13,78.76,2.67,11.83,13.99,4.52,3.61,2.27,1.68,0.69,0.68,0.99,1.01,1.00
버추얼텍,A036620,"모바일 사업이 동사 주요 사업임. 휴대폰 보조배터리, 충전기, 스마트폰 악세서리 등 휴대폰 주변기기를 판매함. 이밖에 고지 수입 판매 및 수입지 판매 등의 사업을 영위하며 2019년 각종 의류 및 스포츠용품의 생산, 제조와 브랜드, 상표권 등의 지적재산권 관리 및 라이센스업이 신규 사업으로 추가됨. 의류디자인 업체 데브그루와 스포트웨어 개발, 전자기기 유통업체 버추얼마이닝을 연결대상 종속회사로 보유함.2020년 6월 전년동기 대비 연결기준 매출액은 78.5% 증가, 영업손실은 498.1% 증가, 당기순손실은 6.7% 증가. 스마트폰이 생활 필수재로 자리 잡으며 주변기기 역시 수요가 증가하고 있음. 여기에 차량용전기류, 보조배터리류 등 동사 주요 제품 판매 단가가 오름. 이에 힘입어 매출이 증가함. 그러나 판매비와 관리비, 인건비 및 복리후생비 등 비용이 늘며 수익성은 악화됨.",-14,"10,387","105,734",-133,280.23,929.35,N/A,216.36,78.76,N/A,15.49,13.99,-44.39,0.85,2.27, ,0.42,0.68,0.46,1.00,1.00
버킷스튜디오,A066410,"동사는 1999년에 설립되었으며, 2003년 코스닥시장에 상장하였음. 온라인 스마트디바이스 기반의 콘텐츠 제공업 및 모바일서비스를 주사업 목적으로 영위하고 있음. 기업 이미지 제고를 위해 2018년 7월 사명을 투윈글로벌에서 아컴스튜디오로, 11월에 다시 버킷스튜디오로 변경함. 스마트 디바이스 기반의 영화 등 콘텐츠 유통, 통합 메시징 시스템(UMS), 온라인 콘텐츠의 저작권 보호를 위한 필터링 솔루션 등이 주요 수익모델임.2020년 6월 전년동기 대비 연결기준 매출액은 9.9% 증가, 영업이익은 71.1% 감소, 당기순이익 흑자전환. 3D 콘텐츠를 비롯한 양질의 영상콘텐츠를 전체 유통플랫폼에 직접적으로 공급하기 위하여 국내외 주요 영화에 대한 부가판권을 직간접 투자를 통하여 적극적으로 확보중임. SmartFilter 영상 식별 기술과 노하우 등으로 정부 및 산하 기관으로부터 지속적인 협조 요청을 받고 있으며 공익 사업에 대한 요구가 증가중임.",8,"11,261","105,734",-131,"2,145.16",929.35,N/A,36.36,78.76,39.61,14.69,13.99,-10.48,5.56,2.27, ,0.65,0.68,0.84,0.83,1.00
베노홀딩스,A206400,"동사는 인터넷솔루션 개발과 게임개발 및 서비스사업을 지속적으로 진행하여 성장해 나가고 있으며, 2012년부터는 웹게임 및 모바일게임 퍼블리싱을 적극적으로 진행. 동사의 모바일게임 서비스로는 '아이러브삼국지', '천하를탐하다', '다크에덴M'이 있으며 이중 '다크에덴M'은 전체 매출액 중 66.68%를 차지하고 있음.  동사의 중국 네트워크를 활용하여 해외에 자회사를 설립하고 국내 게임의 해외 진출하며 네트워크를 구성함.E2020년 6월 전년동기 대비 연결기준 매출액은 52.2% 감소, 영업이익은 68% 감소, 당기순이익 적자전환. 동사의 '아이러브삼국지'는 동사의 첫 모바일게임 출시작품이며 구글스토어 매출순위 13위 및 인기무료게임 1위를 기록함. 동사의 '다크에덴M'은 PC 다크에덴 IP를 활용한 모바일 MMORPG 게임으로 구글 스토어 최고 매출 순위3위, IOS 최고 매출 순위4위를 기록함.",27,"11,261","105,734",128,"2,145.16",929.35,27.91,36.36,78.76,17.04,14.69,13.99,9.26,5.56,2.27, ,0.65,0.68,0.29,0.83,1.00
베뉴지,A019010,"동사는 백화점 및 할인점, 주택건설사업, 웨딩컨설팅 및 예식장업 등을 영위할 목적으로 1979년에 설립. 또한 1993년 코스닥시장에 상장되어 매매가 개시됨. 종속회사는 관광호텔업을 영위하는 호텔그랜드유통과 골프장운영업을 영위하는 부국관광이 있음. 복합쇼핑몰, 프리미엄아울렛, 온라인 채널 확대, 옴니채널 서비스 강화 등으로 온ㆍ오프라인 영역에서 新 성장동력을 지속적으로 발굴하여, 저성장 기조를 극복하려 노력하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 13% 감소, 영업이익은 7.4% 증가, 당기순이익은 367.8% 증가. 당반기말 현재 신용위험에의 최대 익스포저를 나타내는 매출채권의 총장부금액은 6,072백만원으로 전기대비 증가함.(전기말: 5,927백만원). 업태별 구분이 모호해짐에 따른 상권경쟁의 심화가 대형 M&A로 이어질 가능성도 있을 것으로 예상됨에 따라 수익성 위주의 내실경영체제의 확립이 필요할 것으로 전망됨.",60,"10,387","105,734",74,280.23,929.35,22.67,216.36,78.76,20.54,15.49,13.99,1.41,0.85,2.27,1.78,0.42,0.68,0.45,1.00,1.00
베셀,A177350,"동사는 2004년 6월 17일에 설립되어 2015년 코스닥시장에 상장되었음. 동사는 LCD, OLED, 터치패널용 In-line System 및 각종 장비를 생산하는 회사로, 동사의 장비 전방 산업은 디스플레이 산업이며, 빠르게 변화하는 전방 산업에 맞추어 다양한 제품을 개발하고 있음. 동사 사업 초기의 LCD 분야에 한정되어있던 사업 군을 OLED 및 TSP 분야로 사업분야를 확대하여 성장을 지속함.2020년 6월 전년동기 대비 연결기준 매출액은 8.3% 증가, 영업손실은 21.9% 감소, 당기순손실은 72.7% 감소. 동사 매출은 전년 동기 대비 소폭 증가했지만 매출원가와 판관비 부담이 지속되면서 영업이익은 전년 동기 대비 적자기조 유지됨. 다만 적자 규모는 소폭 감소.  이자비용 등이 감소하면서 당기순손실은 적자 기조 유지했지만 순손실 규모는 크게 감소함.",-73,"28,444","105,734",-987,"1,584.80",929.35,N/A,50.13,78.76,N/A,11.83,13.99,-44.15,3.61,2.27, ,0.69,0.68,1.37,1.01,1.00
베스파,A299910,"동사는 현재 모바일게임의 개발 및 공급업을 영위하고 있으며, 게임 장르 면에 있어서 RPG(Role Playing Game, 역할수행게임)에 속함. 주력게임은 '킹스레이드'임. 동사의 경쟁력은 탄탄한 개발팀의 구성, ART 개발능력, 퍼블리셔 없는 자체서비스, 글로벌 서비스의 경험과 노하우를 가지고 있음. 유럽 및 미국지역에서 새로운 유저 유입으로 기존 유저들에게 호평을 받고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 37.3% 감소, 영업이익 적자전환, 당기순이익 적자전환. 일본에서 킹스레이드 애니메이션 방영 계획, IP 선진국이자 만화-게임간의 IP 교차를 통한 성공사례가 풍부하다는 지역적 특성을 바탕으로 애니의 흥행을 위한 노력중. 동사는 주요게임을 활용하여 높은 인지도를 보유한  IP를 구축하기 위해 다양한 사업을 전개/계획중임.",-87,"11,261","105,734",-981,"2,145.16",929.35,N/A,36.36,78.76,N/A,14.69,13.99,-8.99,5.56,2.27, ,0.65,0.68,0.94,0.83,1.00
보광산업,A225530,"동사는 2004년 8월 27일 '주식회사 보광산업'으 로 설립되었으며 주요 사업목적은 토사석 골재 채취업, 아스콘 및 레미콘 제조 판매업임. 동사가 생산하는 골재, 레미콘 및 아스콘 등 주요 제품들은 건설공사 토목공사의 기초 원재료들로, 최종 수요처는 건설업시장임. 동사가 위치한 대구경북지역은 CAGR로 연간 17.47% , 특히 순환아스콘의 CAGR은 연간5.05% 재활용아스콘 의무사용량 증대이후 성장세를 보이고 있음. 2020년 6월 전년동기 대비 별도기준 매출액은 25.5% 증가, 영업이익은 16.3% 증가, 당기순이익은 8.2% 감소. 저장비용 및 운반비가 상대적으로 높은 업계특성상 매출액이 증가하였음에도 원가상승율이 높아 당기순이익은 감소함. 대구/경북 지역 최대 골재 생산가능 석산 확보로 지역내 골재 및 레미콘의 경고한 시장 지배력 가지고 있음. 골재→운송→레미콘/아스콘으로 이어지는 수직계열화 달성해 경쟁사 대비 이익률 높은 편임.",74,"32,896","105,734",175,487.64,929.35,29.20,164.38,78.76,13.90,16.54,13.99,9.99,1.08,2.27,0.98,0.62,0.68,0.98,1.03,1.00
보라티알,A250000,"2015년 인적분할로 설립되어 파스타, 올리브오일, 토마토소스 등 가공식품을 수입하여 유통하는 식자재 수입 유통 전문기업. 이탈리아, 스페인 등의 40여개 가공식품 제조사로부터 300여 가지의 식자재들과 식료품들을 수입, CJ 프레시웨이, 신세계푸드 등 국내 총 1,400여개 업체에 공급.  이태리 식자재 분야의 선두주자로서 다년간 축적된 레시피 등을 바탕으로 신규사업인 HMR 식품 사업을 추진, 2019년 2월 신제품 출시.2020년 6월 전년동기 대비 연결기준 매출액은 10.9% 증가, 영업이익은 32.4% 증가, 당기순이익은 56.8% 감소. 이태리 3대 파스타 제조기업인 데체코와의 독점 파트너쉽을 바탕으로 호텔, 레스토랑 등에 이태리 식자재를 공급, 이태리 식자재를 사용하는 1,000여개 업체 등에 대한 직접적인 네트워크 보유. 주요 고객의 매입 품목 중 수입 가공식품의 비중은 10% 미만으로 신선식품으로의 품목 확대를 통한 매출 증대 계획.",32,"10,387","105,734",493,280.23,929.35,21.40,216.36,78.76,18.36,15.49,13.99,6.26,0.85,2.27,1.42,0.42,0.68,0.35,1.00,1.00
보성파워텍,A006910,"동사는 1970년 11월 설립되어 1994년 코스닥증권시장에 상장하였음. 동사는 전력산업 기자재 생산 전문업체로 발전소, 변전소 철골 및 송배전 자재 등 전력산업에 사용되는 자재 개발 및 제작, 판매를 주된 사업으로 영위함. 전력산업은 장기적으로는 국내의 건설 경기변동에 민감하게 반응하는 특성을 가지고 있으며, 단기적으로는 전력수요가 많은 여름철은 성수기, 전력수요가 적은 겨울철은 비수기로 구분함.2020년 6월 전년동기 대비 연결기준 매출액은 3.2% 감소, 영업이익 흑자전환, 당기순이익은 32.4% 증가. 전년 동기대비 매출액의 감소에도 불구하고 판관비 부문에서 큰 폭 감소세를 보여 영업이익은 개선됨. 이자 수익 증가로 당기순이익 역시 개선된 모습. 제품 매출의 대부분은 한국전력공사에 의존하고 있으며 제품의 종류 및 규격이 다양하여 대량생산체제 구축이 어려워  다품종소량생산방식을 채택.",-11,"32,896","105,734",18,487.64,929.35,110.86,164.38,78.76,66.66,16.54,13.99,1.06,1.08,2.27, ,0.62,0.68,1.20,1.03,1.00
본느,A226340,"동사는 2009년 3월 설립되었으며, 2018년 10월 코스닥 시장에 상장하였고, 화장품 제조업을 주요 사업으로 영위중임. 동사의 ODM 사업은 제조생산 시설없이 제품을 자체적으로 개발 및 디자인하여 제조회사에 제공하는 방식으로 다양한 기업의 제품기획을 통해 유행에 보다 신속한 대응이 가능함. 동사는 스킨케어, 바디케어, 메이크업 및 색조 등 다양한 제품군을 커버하며, 혁신적인 제품을 빠르고, 효율적인 방식으로 공급하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 20.6% 감소, 영업이익 적자전환, 당기순이익 적자전환. 일반적 ODM 제조 과정은 고객사에서 기획한 용기, 내용물 등을 ODM회사에게 맡기는 방식이나 동사는 제품 기획 부분을 포괄하는 Turn-key 기반의 ODM을 제공 할 수 있는 강점을 가지고 있음. 북미, 유럽 및 중동 30개국에 대형 갤러리 런칭 등 영업확대를 하고 있음.",56,"32,896","105,734",166,487.64,929.35,22.98,164.38,78.76,19.49,16.54,13.99,17.13,1.08,2.27, ,0.62,0.68,0.78,1.03,1.00
부방,A014470,"동사는 1979년 12월에 설립되었으며 1994년 2월에 주식을 코스닥시장에 상장함. 동사는 지주회사로써 자회사관리, 부동산 임대 및 신규사업투자 등의 사업을 영위하고 있으며 투명한 기업지배구조를 바탕으로 한 관리 효율화를 통해 자회사들의 자율경영과 책임경영을 발전시키게 될 것임. 경쟁기업들의 도태로 현재 밥솥 시장은 과점의 형태를 보이고 있음. 밥솥은 생활필수품으로 경기 변동이나 계절성에 따른 매출 변동이 크지 않음.2020년 6월 전년동기 대비 연결기준 매출액은 2.2% 증가, 영업손실은 29.5% 감소, 당기순이익 적자전환. 판관비는 감소했으나 매출원가의 증가로 영업손실을 이어감. 이자수익 감소와 이자비용 증가 등으로 당기순이익은 적자전환 되었음. 동사는 주요 제품인 프리미엄급 밥솥 이외에도 전기레인지, 유아가전 등 지속적인 제품개발 및 시장발굴을 통해 해외 시장으로 영역을 확대해 나가고 있음.",-42,"6,984","105,734",-156,"1,201.57",929.35,N/A,17.12,78.76,45.60,7.59,13.99,-4.69,5.02,2.27,0.78,1.23,0.68,1.09,0.83,1.00
부스타,A008470,"동사는 1973년 보일러제조 및 난방기판매를 목적으로 설립되어 산업용 보일러를 생산 및 판매는 업체이며, 2011년 코스닥 시장 상장됨.  경쟁사와는 달리 보일러 내의 대부분의 부품을 협력업체와 기술개발을 통하여 국산화함으로서 제품 납기와 원가측면에서 경쟁사에 비해 우위. 전국 35개 사무소(출장소)를 두고 있으며, 200여명을 서비스 인력으로 배치하여 철저한 사후관리를 고객에게 약속하고 있음. 2020년 6월 전년동기 대비 별도기준 매출액은 3.3% 증가, 영업이익은 24.4% 증가, 당기순이익은 35.3% 증가. 전년 동기 대비 매출이 소폭 증가하고 원가율 관리에 성공하며 영업이익과 당기순이익 등 실적 개선. 관류보일러와 무압보일러 내수 매출이 증가함.  중국, 러시아, 미국 등 해외시장 진출을 통해 매출 증대뿐만 아니라, 국제시장에서의 당사 입지를 더욱 공고히하고 있음.",33,"32,896","105,734",416,487.64,929.35,13.11,164.38,78.76,10.58,16.54,13.99,4.83,1.08,2.27,1.65,0.62,0.68,0.44,1.03,1.00
뷰웍스,A100120,"동사는 디지털 방사선 촬영기, 디지털 투시기 및 조영촬영장치를 위한 디지털 영상 솔루션을 설계, 개발, 생산하여 공급하는 이미징 솔루션 사업을 영위함. 2011년 세계 최초로 2억6,000만 화소급 산업용 카메라 개발을 성공했고 후공정에 주로 사용되는 고해상도 VNP 시리즈가 주력 제품으로, 국내 산업용 카메라 시장의 25%를 점유함. 글로벌 의료용 디텍터( FP-DR) 시장에서 4위(시장점유율 약 8%) 수준을 유지하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 22.3% 증가, 영업이익은 42.2% 증가, 당기순이익은 28.8% 증가. 최근 디텍터 시장 호조세로 코로나19로 인한 선별 진료소, 격리 변동 등 디텍터 수요가 상승하는 추세임. 국내 뿐만 아니라 해외외서도 FP 디텍터 정지영상 모바일 수요가 증가 중임. 엑스레이 디텍터는 피사체를 통과한 엑스선을 감지해 이를 사람이 볼 수 있도록 변환하는 장치임.",264,"32,896","105,734","2,421",487.64,929.35,13.01,164.38,78.76,10.55,16.54,13.99,16.03,1.08,2.27,1.27,0.62,0.68,0.75,1.03,1.00
브랜드엑스코퍼레이션,A337930,"동사는 온라인에 최적화된 브랜드 연구개발과 소셜네트워크 기반 마케팅 노하우를 보유한 ‘제조 기술 기반 미디어커머스’ 기업임. 2012년에 설립된 ㈜브랜드엑스그룹은 광고대행업을 시작으로 건강식품 브랜드 ‘박지은다이어트 (現 쓰리케어)’와 요가복 브랜드 ‘젝시믹스’를 런칭. 이후 광고대행업은 ‘㈜이루다마케팅’으로, 건강식품 제조 및 판매업은 ‘㈜쓰리케어코리아’로, 요가 및 애슬레저 제조 및 판매업은 ‘젝시믹스코리아’로 순차적 분사됨.2020년 3월 전년동기 대비 연결기준 매출액은 125% 증가, 영업이익은 7.2% 증가, 당기순이익은 19.6% 감소. 매출의 90% 이상 온라인 자사몰을 통해 소비자에게 직접판매(D2C) 함으로써 높은 영업이익률을 시현함.  세계적 기업 SAP의 인메모리 기반 차세대 전사적자원관리(ERP) 솔루션을 도입하여, 물류 체계 구축 및 매출 관리를 통해 투명하고 효율적인 경영을 위한 시스템을 준비.",99,"11,261","105,734",413,"2,145.16",929.35, ,36.36,78.76,0.00,14.69,13.99,84.04,5.56,2.27, ,0.65,0.68,.79748,0.83,1.00
브레인콘텐츠,A066980,"동사는 1998년 9월 설립됨. 2016년 12월 리치커뮤니케이션즈와 합병을 통하여 콘텐츠 전문기업으로 도약하고자 상호를 브레인콘텐츠로 변경함. 콘텐츠, TAX REFUND, 코스메틱(천연화장품), IT 보안솔루션 사업을 주요 사업으로 영위중임. 콘텐츠 사업경쟁력 확보 및 미국시장 진출을 위해 2018년 1분기 'BRAIN CONTENTS INC'를 미국 캘리포니아에 설립하였으며, 핑거스토리 법인을 설립함.2020년 6월 전년동기 대비 연결기준 매출액은 41.9% 감소, 영업이익 적자전환, 당기순손실은 100% 증가. 코로나19 영향으로 인한 관광객 수 급감으로 인해 주요 사업군인 TAX REFUND 사업 부문의 매출에 악영향을 미친것으로 보임. 반출확인은 받았으나 출국시간 등의 이유로 환급을 받지 못했거나 환급전표를 제출하지 못하고 중국으로 돌아간 관광객들을 위해 중국 현지에서 환급을 받을 수 있는 프로세스도 마련함.",91,"11,261","105,734",5,"2,145.16",929.35,129.63,36.36,78.76,9.02,14.69,13.99,0.85,5.56,2.27, ,0.65,0.68,1.26,0.83,1.00
브리지텍,A064480,"동사는 1995년 3월 설립되어 2008년 6월 코스닥시장에 상장함. 소프트웨어 개발 전문회사로 AI 콜센터와 음성인식/화자인증, 보이는 ARS,  IP기반의 유무선(인터넷전화, LTE 이동전화) 멀티미디어 서비스 관련 소프트웨어를 개발·공급함. 또한 보유한 제품을 활용하여 인프라를 구축한 후 기업고객에게 임대하고 사용하는 기간동안 비용을 지급받는 클라우드 환경의 소프트웨어 임대서비스 사업을 영위하고 있는 소프트웨어 전문업체임.2020년 6월 전년동기 대비 별도기준 매출액은 27.1% 증가, 영업이익 흑자전환, 당기순이익 흑자전환. 보이는 ARS 도입이 활발하게 이루어짐에 따라 2020년에도 구축 규모가 증가할 것으로 예상함. 코로나19 확산 여파에 따른 콜센터 근무자의 감염 방지 및 대응 방안을 위한 콜센터 이중화 구축 수요가 이어지며 재택근무자에 대한 클라우드 콜센터에 대한 수요 증가가 전망됨.",-39,"11,261","105,734",-266,"2,145.16",929.35,N/A,36.36,78.76,N/A,14.69,13.99,-8.77,5.56,2.27,3.28,0.65,0.68,0.81,0.83,1.00
브릿지바이오,A288330,"동사는 기초 의약물질 및 생물학적 제제 제조업 및 의학 및 약학 연구개발업을 주력 사업으로 영위하고 있음. 국내외에서 오랜 글로벌 혁신신약 개발 경험이 있는 개발진과 사업개발 전문가들로 구성된 조직을 바탕으로 ""개발전문사업""을 운영. 혁신 신약의 타깃인 신규 면역 염증 후보 물질에 대한 연구 개발 노하우를 바탕으로 ""펠리노 단백질에 대한 혁신신약 연구 플랫폼""을 신설.2020년 6월 전년동기 대비 연결기준 영업손실은 13.4% 감소, 당기순손실은 36.8% 증가. 도입과제의 전임상 기간을 최대한 단축하여, GLP 독성시험부터 미국 FDA 승인 까지를 1년 이내에 이루어 내고, 성공적인 임상 1상 결과를 바탕으로 효율적인 기술이전 성과를 창출. 전임상 시험 단계에서 BBT-401은 GLP 독성시험부터 미국 FDA의 임상 승인까지 9개월, BBT-877은 단 7개월이 소요되는 성과 달성.",6,"32,896","105,734",114,487.64,929.35,167.61,164.38,78.76,296.91,16.54,13.99,9.11,1.08,2.27, ,0.62,0.68,1.22922,1.03,1.00
