name,code,summary,OI,OI_sec,OI_mar,EPS,EPS_sec,EPS_mar,PER,PER_sec,PER_mar,EV/EBITDA,EV/EBITDA_sec,EV/EBITDA_mar,ROE,ROE_sec,ROE_mar,DY,DY_sec,DY_mar,52B,52B_sec,52B_mar
동일산업,A004890,"동사는 봉강, 합금철, 주조 등의 사업부문을 영위하고 있으며, 자회사인 디오토모티브는 자동차 부품 제조 사업을 영위하고 있음. 주요고객은 (주)네옴, 포스코, 현대제철, 두산인프라코어 등이 있으며, 자회사는 현대위아, 이래에이엠에스 등을 주요 고객사로 하고 있음. 매출은 봉강 42.07%, 합금철 35.39%, 자동차부품 13.28%, 주조 9.25% 등으로 이루어져 있음.2020년 6월 전년동기 대비 연결기준 매출액은 8.5% 감소, 영업이익은 66.5% 감소, 당기순이익은 28.2% 감소. 전년동기대비 자동차부품의 매출이 크게 성장하며 영업이익 17억원을 기록했으나, 봉강, 주조 사업부문에서 매출감소하며 수익성도 악화되었음. 업체간 원료 및 판매가격의 차이가 크지 않으므로 주된 경쟁요소로는 원가, 품질, 납기, 고객서비스의 질에 따라 경쟁력의 영향이 있음.",-10,"58,399","1,381,841","1,547","4,607.24","3,242.61",37.44,14.65,19.81,12.79,6.02,7.14,1.06,3.24,4.70,1.30,3.06,1.99,0.30,1.01,1.00
동일제강,A002690,"PC강선 및 강연선, 아연도 강선 및 강연선, 경강선, 마봉강 등을 제조, 판매 등을 사업으로 영위하고 있음. 공급과잉에 따른 판매 경쟁의 심화가 두드러져, 품질향상을 통한 점유율 유지 및 확대에 힘쓰고 있으며, 강점을 가지고 있는 품목은 선재에서는 PC강연선이고 마봉에서는 SUS 마봉임.  매출 비중은 마봉 61.22%, 선재 37.03% 등으로 이루어져 있음.2020년 6월 전년동기 대비 별도기준 매출액은 3.6% 감소, 영업이익은 0.7% 감소, 당기순이익은 27.7% 감소. 전년동기 대비 매출액 소폭 감소했으며, 이에 따라 영업이익도 소폭 감소한 5.78억원을 기록함. 단가 경쟁이 점점 치열해지고 있어 이형재, SUS마봉강등의 부가가치 높은 품목의 영업력을 집중하고 있으며, 원가 절감의 노력을 하여 경쟁력 개선에도 힘쓰고 있음.",10,"58,399","1,381,841",74,"4,607.24","3,242.61",33.37,14.65,19.81,7.01,6.02,7.14,0.85,3.24,4.70,0.40,3.06,1.99,0.93,1.01,1.00
동화약품,A000020,"1897년에 설립된 대한민국 최초 제약회사로, 일반의약품과 처방의약품, 식품/의약외품 등을 생산, 판매하고 있음. 까스활명수큐를 중심으로 고정 수요자를 확보하여 액제소화제의 선두를 유지하고 있으며 후시딘연고, 판콜, 잇치 등 일반대중에게 인지도가 높은 주력제품이 양호한 시장지위를 유지 중임. 항감염제, 항암제,호흡기계 등의 합성신약 및 천연물신약 개발중이며 2018년 이후 헬스케어, 의료기기 관련 기업 투자를 확대 중임.2020년 6월 전년동기 대비 연결기준 매출액은 8.5% 감소, 영업이익은 527.1% 증가, 당기순이익은 639.3% 증가. 매출 감소 대비, 매출원가가 감소 폭이 커지면서 영업이익은 크게 증가함.  주력 제품인 활명수 가격 인상에 따라 매출액은 작년 4분기 이후 증가세로 전환되었으며, 코로나로 인한 종합감기약 수요 증가 지속됨. 코로나 치료제 2상 신청을 위한 동물실험을 진행 증으로 6월말 2상 신청 예정임.",99,"12,671","1,381,841",337,"2,874.08","3,242.61",24.69,79.31,19.81,10.85,38.92,7.14,3.14,5.38,4.70,1.44,0.20,1.99,0.57,0.97,1.00
두산,A000150,"두산그룹의 모회사임과 동시에 전자, 산업차량, 디지털이노베이션 등의 자체 사업을 영위함. 전자BG는 스마트 기기부터 반도체에 이르는 핵심 전자 소재를 개발 생산하고 있으며, 산업차량BG는 엔진/전동 지게차 등을 생산, 디지털이노베이션BU는 IT컨설팅, 시스템 통합 서비스 등을 제공함. 주요 연결대상회사는 두산중공업(발전설비, Water, 주단조품), 두산인프라코어(건설기계, 엔진), 두산건설(건축, 토목) 등이 있음두산건설, 모트롤BG 등의 매출은 늘었으나, 주력인 인프라코어와 중공업의 부진으로 상반기 매출액은 전년동기 대비 6.0% 감소함. 명예퇴직으로 약 2천억원의 비용이 추가되고, 두산밥캣 주가수익스와프 손실과 중단영업(면세) 손실이 크게 발생하며 순이익은 6,170억원의 적자로 전환됨.   네오플럭스 지분을 신한금융지주에 730억원에 매각. 모트롤BG 최종 인수자를 결정하고 약 5천억원에 계약을 체결, 두산인프라코어도 9월 입찰 예정임.","12,619","80,528","1,381,841","18,218","5,162.54","3,242.61",3.86,35.78,19.81,8.73,12.17,7.14,23.52,6.55,4.70,7.40,1.03,1.99,0.72,0.67,1.00
두산밥캣,A241560,"2014년 4월 설립된 동사는 자산규모 2조원 이상의 법인으로 대규모 법인에 해당하며 연결실체 기준으로 건설기계 생산 및 판매를 영위. R&D를 통한 제품혁신, 신흥시장 진출 등을 통하여 건설기계 및 Portable Power시장에서 Global 경쟁력을 갖추고 있음. Compact 건설기계는 주택 건설, 농업, 조경 시장을 주요 타겟으로 삼고 있으며 Heavy 건설기계 제품에 비해 경기에 상대적으로 덜 민감함.2020년 6월 전년동기 대비 연결기준 매출액은 10% 감소, 영업이익은 44.1% 감소, 당기순이익은 54.4% 감소. 영업이익은 물량감소 및 신제품/신모델 관련 비용증가로 감소, 지속적인 유럽 수익구조 개선을 통해 현금 창출 능력을 극대화 노력중. 동사는 미국, 유럽의 매출 비중이 90% 이상으로 코로나 19 영향이 크나, 미국의 대규모 인프라 투자 정책 추진 가능성으로 실적 개선 기대.","4,770","33,922","1,381,841","2,714",681.26,"3,242.61",12.65,44.35,19.81,6.89,8.57,7.14,7.05,2.41,4.70,3.49,1.87,1.99,0.72,0.99,1.00
두산솔루스,A336370,"동사는 인적분할로 설립된 신설회사로 2019년 10월 재상장하였으며, 분할 전 회사인 두산의 사업 중 OLED, 전지박, 동박, 화장품, 제약소재 사업부문을 영위하고 있음. 2014년 전지박 원천기술을 보유한 룩셈부르크 동박업체 서킷포일(CFL)을 인수, 2019년 헝가리 공장을 신설하며 전지박 사업 본격화. 2020년 연간 1만톤 규모의 헝가리 공장 완공을 시작으로 2025년까지 연간 5만톤 규모의 공장을 단계적으로 증설 예정.2019년 10월 1일 기업 분할 후 유가증권시장에 재상장 한 기업으로, 2020년 6월 연결기준 매출액은 1,461억원, 영업이익은 203억원, 당기순이익은 115억원을 기록. 동사는 바이오 사업 분야에서 화장품, 원료의약품 및 건강기능식품 소재를 생산하며 국내 및 해외 시장에서 지속적인 매출 성장을 이룸. 동사가 확고한 입지를 보유하고 있는 고부가 제품은 5G 시장의 본격 개화로 향후 지속적인 성장이 예상됨.",102,"340,067","1,381,841",137,"10,639.82","3,242.61",148.32,21.34,19.81,59.07,6.70,7.14, ,6.12,4.70, ,2.06,1.99,0.78,1.48,1.00
두산인프라코어,A042670,"동사는 2005년 4월 사명을 두산인프라코어로 변경하였고 건설중장비, 엔진 등을 생산 판매하는 사업을 영위함. 건설기계와 관련하여  북미와 유럽 등 선진 시장에서는 채널 역량과 제품 경쟁력 강화 및 관리체계 효율화를 통해 지속적인 사업 성장을 추진하고 있음. 엔진 사업에서는 최신 배기규제를 만족하는 친환경 소형 엔진에 대하여 Bobcat으로의 안정적 공급 및 국내외 농기계, 지게차 업체로의 공급 확대를 진행 중임.2020년 6월 전년동기 대비 연결기준 매출액은 9.1% 감소, 영업이익은 38.7% 감소, 당기순이익은 49.9% 감소. 엔진, 건설기계, 밥캣 등 사업 전부문에서 매출이 감소함. 전체매출에서 두산밥캣 차지하는 비중이 줄어드는 중.  동사의 '두산 밥캣'은 북미 농경, 조경산업과 관련하여 현재 북미 시장을 중심으로 20개 모델이 시장에 출시.  2019년 미국 조경장비 전문업체로부터 모어(Mower) 사업을 인수해 사업 확대 중.","8,404","33,922","1,381,841","1,153",681.26,"3,242.61",4.82,44.35,19.81,5.74,8.57,7.14,11.59,2.41,4.70, ,1.87,1.99,1.32,0.99,1.00
두산중공업,A034020,"동사는 1962년 현대양행으로 설립되었으며 1980년 중화학공업 구조조정의 일환으로 정부에 귀속, 한국중공업주식회사로 변경됨. 2001년 두산중공업주식회사로 상호 변경. 발전설비 및 담수설비, 주단조품, 건설(두산중공업), 건설중장비 및 엔진(두산인프라코어), 토목과 건축공사(두산건설) 등의 사업을 영위중임. 17,000톤 프레스 도입으로 발전과 산업 분야의 초대형 단조품 시장 공략을 더욱 가속화할 계획임.2020년 6월 전년동기 대비 연결기준 매출액은 4.7% 감소, 영업이익은 99.1% 감소, 당기순이익 적자전환. 국내 경기의 저성장세의 장기화로 내수부진이 이어지고 있으며, 바이러스 대유행 등으로 실적 부진이 지속될 것으로 예상됨. 영업이익이 큰폭으로 감소. 당기순손실 6231억원 기록. 정부SOC 예산의 증가로 공공부문의 투자 확대가 기대되며, 해외는 미국을 중심으로 정책적 지원을 통해 건설시장에 긍정적인 영향이 예상됨.","10,769","33,922","1,381,841","-2,139",681.26,"3,242.61",N/A,44.35,19.81,8.21,8.57,7.14,-14.73,2.41,4.70, ,1.87,1.99,1.13,0.99,1.00
두산퓨얼셀,A336260,"동사는 발전용 연료전지 시장의 잠재적 기회를 적기에 극대화하고 미래 성장 사업의 원활한 투자 유치를 위하여 ㈜두산 연료전지 사업부문을 인적분할하여 2019년 10월 1일 설립됨. 동사가 제작ㆍ공급하는 연료전지는 친환경 발전원으로, 국내 발전용 연료전지 시장 누적점유율 1위를 기록하고 있음. 시장과 고객의 동향을 면밀히 파악하여 동사 연료전지를 활용할 수 있는 다양한 사업모델을 개발 중.2020년 6월 매출액 중 연료전지 사업이 74.8%의 비중을 차지하며, 장기유지보수서비스 사업이 25.2%를 차지함. 공식적으로 발표되는 발전용 연료전지 시장점유율 자료는 없으나 동사의 발전용 연료전지는 국내시장 기준 80%를 차지하고 있을 것으로 추정됨. 기존의 PAFC 기술 외에 SOFC 기술의 확보를 위하여 발전용 중저온형 SOFC 시스템 개발을 국책과제로 수행 중에 있음.",195,"340,067","1,381,841",200,"10,639.82","3,242.61",43.02,21.34,19.81,27.50,6.70,7.14, ,6.12,4.70, ,2.06,1.99,1.70,1.48,1.00
두올,A016740,"1983년 설립된 동사는자동차용 내장재(원단, 시트커버링, 에어백쿠션)  제조의 사업을 영위함. 2018년 중 계열회사인 두올산업과 두올물산을 매각함. 최첨단 섬유 가공품인 우븐, 니트, 트리코트 시트 원단을 제조하며, 천연 및 인조가죽 시트와 에어백 쿠션을 생산함. 원단사업부문은 국내 차종뿐 아니라, 중국 및 유럽지역의 차종 수주에 또한 총력을 기울이고 있으며, 유럽의 경우 고객사 원단업체 중 시장점유율 90% 수준 유지 중임.2020년 6월 전년동기 대비 연결기준 매출액은 12.8% 감소, 영업이익은 32% 감소, 당기순이익은 89.9% 감소. 코로나19로 인하여 외형이 축소된 가운데 염료 등 원부자재 가격의 인상 여파로 원가율이 상승함에 따라 수익성은 매출 감소폭 대비 크게 하락한 모습. 고부가가치 제품 판매 확대를 통한 수익성 개선 노력중. 또한 신규 거채처 확대를 통한 외형 확대 및 거래처 다변화 시도중.",276,"86,091","1,381,841",366,"2,563.84","3,242.61",8.59,17.61,19.81,2.44,10.04,7.14,7.28,3.36,4.70,2.55,1.81,1.99,1.15,0.85,1.00
드림텍,A192650,"동사는 주식회사 드림텍이라는 상호명으로 1998년 설립되었으며 2019년 상장됨. IT기기에 쓰이는 각종 PBA모듈을 개발/공급하는 IMC사업과 생체인식모듈,전통적 제품에 IT기술 접목한 제품, 모듈을 개발/공급하는 BHC사업, 자동차 전장 부품과 광학센서류 등을 개발/공급하는 AES사업 영위함. 2020년 나무가 인수를 통하여 광학방식 지문인식 모듈의 개발 및 제조 역량을 더욱 강화할 계획임.2020년 6월 전년동기 대비 연결기준 매출액은 66% 증가, 영업이익 적자전환, 당기순이익 적자전환. 종합전자부품 제조기업 드림텍이 베트남에 3번째 생산거점을 마련하고 사업 확대에 박차. 이번 준공을 계기로 '스마트폰 PBA(인쇄회로기판 조립품) 모듈', '지문인식센서 모듈' 등 생산 확대. 제조업체들의 전략 거점인 베트남에 3개 공장을 가동하게 된 만큼 제조 경쟁력을 강화하고, 고객사 요구에도 보다 기민하게 대응할 수 있음.",305,"340,067","1,381,841",406,"10,639.82","3,242.61",16.46,21.34,19.81,8.67,6.70,7.14,13.24,6.12,4.70,2.39,2.06,1.99,1.46,1.48,1.00
디씨엠,A024090,"동사는 1972년 3월 4일에 대림화학공업사로 설립되었으며 한번의 법인전환과 한번의 상호 변경 이래 코팅강판 제품의 제조 및 판매를 주요영업으로 하고 있음. 라미네이팅 강판은 전기아연도금강판, 용융아연도금강판, 냉연강판, 알루미늄코일 등을 소재로 하여 표면에 각종 FILM을 LAMI한 제품임. 라미네이팅 산업은 전방산업의 경기변동에 영향을 많이 받는 편임. 가전제품의 고급화에 따라 외관디자인으로의 수요가 증가하고 있음.2020년 6월 전년동기 대비 별도기준 매출액은 0.8% 감소, 영업이익은 16.5% 감소, 당기순이익은 35.7% 감소. 디씨엠은 에어컨·냉장고 외장재로 쓰이는 라미네이트 강판을 제조하며 삼성전자, LG전자 등에 납품하는 업체로 안정적인 매출을 유지하는 중임. 판매비와 관리비, 매출원가 등의 상승으로 영업이익이 하락했으며, 당기순이익 역시 전년 동기 대비 -35.7%를 기록함.",175,"58,399","1,381,841","2,005","4,607.24","3,242.61",6.06,14.65,19.81,7.04,6.02,7.14,14.18,3.24,4.70,4.12,3.06,1.99,0.26,1.01,1.00
디아이,A003160,"반도체 검사장비 부문은 1955년 과학기기 수입 판매업으로 출범하여 반도체 검사장비 등 초정밀 시험장비의 제조 및 수입업을 영위하고 있음. 주요 사업은 반도체 검사장비 사업부문, 전자파 차폐체(EMC) 등을 제조하는 전자부품 사업부문, 수(水)처리 관련 환경사업, 음향·영상기기 사업부문으로 구성됨. 2020년 6월말 현재 연결대상 종속회사로는 디지털프론티어, 두성산업, 디아이엔바이로 등 국내외에 총 8개사임.삼성전자를 비롯한 칩 메이커에 대한 반도체 검사장비의 판매량이 급증하면서 2020년 상반기 전체 매출액은 전년동기 대비 59.3% 증가한 665.8억원을 달성함. 외형급증에 따른 고정비용부담 완화로 영업이익도 13.5억원의 흑자로 전환됨. 영업외에서는 매각예정비유동자산처분이익이 대규모로 발생함. 금년 초 동사는 주가 안정 및 주주가치 제고를 위해 자사주 360만주를 장내 취득하기로 결정함.",-65,"2,329","1,381,841",21,"1,382.70","3,242.61",169.79,17.64,19.81,N/A,8.52,7.14,0.48,7.52,4.70,1.43,1.62,1.99,1.86,1.15,1.00
디아이동일,A001530,"동사는 1955년 섬유제품제조업을 주 영업목적으로 설립되었으며, 1964년 유가증권시장에 상장됨.  의류 제조 및 판매사 디아이플로와 동일드방레, 알루미늄 제품 전문 업체 동일알루미늄, 섬유제품 제조업체 DONG-IL VIETNAM 등 13개 기업을 연결대상 종속회사로 보유함. 국내에는 청주, 반월, 안산, 김해 등에, 해외에는 베트남에 생산시설을 운영함. 일신방직, 경방, 전방 등을 주요 경쟁사로 뒀음.2020년 6월 전년동기 대비 연결기준 매출액은 3.9% 감소, 영업이익은 4.1% 증가, 당기순이익은 133% 증가. 코로나19로 인해 전년 대비 리테일러 오더가 50~60% 감소하는 등 타격을 입음. 정부가 재난지원금을 지급하며 소비가 일시적으로 반등하고 면직물 수요 증가로 연결됐으나 일시적인 효과를 내는 데 그침. 코로나19 사태가 전세계적으로 지속되고 있어 언제 실적이 반등할 수 있을지 예측하기 어려움.",486,"56,533","1,381,841","5,025","2,581.43","3,242.61",14.75,28.06,19.81,6.40,9.02,7.14,2.55,2.88,4.70,1.98,1.64,1.99,0.92,0.84,1.00
디아이씨,A092200,"동사는 자동차부품, 중장비(지게차, 굴삭기)부품, MOTORCYCLE 부품 등을 제조, 판매. 설립 초기 농기계부품을 주로 생산하였으나 연구개발과 다년간 축적된 기술을 바탕으로 생산품목을 자동차부품, 중장비부품, Motorcycle부품 분야로 점차 확대하며 국내 최고의 Gear Maker로 성장. 대표적 수출품인 Motorcycle용 고성능 Engine 및 Transmission은 대량 생산 체제를 갖추고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 25.3% 감소, 영업이익 적자전환, 당기순손실은 308.5% 증가. 자동차 산업의 전반적인 침체와 중국 자동차시장의 위축으로 인한 매출 감소됨. 원가절감의 노력에도 영업이익은은 적자로 전환됨. 반 자율 및 자율 주행 차량의 필수 기본 구성요소인 변속 및 자동 주차의 핵심 기술인 SBW의 자체 개발이 완료되어 양산 체제 돌입하여 향후 매출 증대에 기여할 것으로 예상함.",-320,"86,091","1,381,841","-1,675","2,563.84","3,242.61",N/A,17.61,19.81,42.07,10.04,7.14,-33.70,3.36,4.70, ,1.81,1.99,0.72,0.85,1.00
디와이,A013570,"동사는 1978년 10월 5일 설립되었으며 1989년 5월 30일 한국거래소 유가증권시장에 주식을 상장함. 동사의 주요 사업내용으로는 경영자문 및 컨설팅, 지주사업, 자동차 부품 제조 및 판매업, 콘크리트 펌프카, 크레인, 건설기계의 제조 및 판매업 등이 있음. 세차기 부문은 차량등록 및 운영 여부, 주유소 투자와 밀접한 연관이 있어 공간적 제약과 설치 시 공사를 수반하는 특성이 있어 자금력이 뒷받침되어야 하는 특성이 있음.2020년 6월 전년동기 대비 연결기준 매출액은 18.1% 감소, 영업이익은 39.3% 감소, 당기순이익은 74.4% 감소. 골프카 선전에도 불구하고 세차기를 비롯한 주요 사업부문 부진에 따라 외형이 축소됨. 비용 절감 노력에도 불구하고 영업이익과 당기순이익 감소. 대체에너지 대두 및 연비와 성능을 향상한 신차 출시로 세차기 부문은 현재와 같은 규모의 성장 및 유지가 예상됨.",441,"421,978","1,381,841",623,"3,122.72","3,242.61",9.03,8.13,19.81,4.08,3.31,7.14,4.73,7.07,4.70,2.66,3.54,1.99,0.97,0.85,1.00
디와이파워,A210540,"2014년 (구)동양기전주식회사 유압기기사업부에서 인적분할을 통해 설립되었으며, 2015년 한국거래소 유가증권시장에 주식을 싱장함.  주요사업은 건설기계장비에 적용되는 유압실린더에 대한 제조 및 판매업으로 주요 거래처는 두산인프라코어, 현대중공업 등이 있음. 유압기기는 3월~6월 성수기, 7월~9월은 비수기로 볼 수 있으며 10월~12월은 대규모 국책사업이 완료되는 등의 요인으로 상반기보다 상대적으로 감소.2020년 6월 전년동기 대비 연결기준 매출액은 21.1% 감소, 영업이익은 10.8% 감소, 당기순이익은 19.7% 감소. 유압기기는 그 중 당사와 관련된 산업분야는 건설기계, 산업차량 부문 및 특장차 부문이며, 산업의 성장은 중국 및 신흥국을 비롯한 글로벌 경기회복 정도를 관건으로 보고 있음. 적극적인 영업활동으로 북미, 유럽, 일본, 중국, 인도의 주요 건기 업체 중대형 굴삭기 실린더시장 공략 및 신규수주를 위한 노력중.",259,"33,922","1,381,841","1,728",681.26,"3,242.61",5.84,44.35,19.81,3.08,8.57,7.14,12.03,2.41,4.70,1.98,1.87,1.99,1.75,0.99,1.00
디티알오토모티브,A007340,"동사는 자동차용 튜브, 타이어, 후랩 등의 제조 및 판매 등의 사업을 영위할 목적으로 1971년 설립되었으며 1988년 상장하였음. 동사의 사업부문은 자동차용 고무제품, 부품, 축전지 판매이며  자동차용 부품 판매가 매출의 76% 차지함. OEM 납품 또는 자사브랜드의 형태의 매출이 주를 이루며 지속적으로 중남미 시장확대, 중국, 러시아 및 극동 유럽시장의 확대를 모색하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 22.7% 감소, 영업이익은 42.6% 감소, 당기순이익은 32.2% 감소. 전년동기대비 매출원가 감소에도 불구하고 매출액의 큰 폭 감소로 영업이익은 부진한 모습. 당기순이익 또한 전년 동기 대비 큰 폭 감소하였음.  동사는 내수시장에서는 현금 및 외상매출의 조건으로, 수출시장에서는 신용장 및 구매승인서에 의한 판매가 이뤄지는 구조.",802,"340,067","1,381,841","6,584","10,639.82","3,242.61",4.46,21.34,19.81,2.75,6.70,7.14,11.50,6.12,4.70,5.11,2.06,1.99,0.24,1.48,1.00
디피씨,A026890,"동사는 1982년 6월 24일에 고압변성기 제조, 판매 등을 주 영업목적으로 설립되었으며 1997년 11월 유가증권시장에 상장함. 동사의 사업부문은 제조부문과 투자부문으로 구별되는데, 제조부문은 전자레인지용 고압변성기 등을 중국현지법인과 말레이시아현지법인을 통하여 생산된 제품을 전세계 가전업체에 납품하고 있음. 투자부문은 프라이빗에쿼티 펀드 및 벤처투자조합 운영, 부동산 및 인프라에 대한 사모펀드 운영 등을 하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 4.1% 감소, 영업이익은 36.2% 증가, 당기순이익은 58.7% 증가. 동사 매출액은 소폭 감소하였으나 매출원가의 감소로 영업이익은 증가하였음. 세전계속사업이익 증가로 당기순이익 또한 큰 폭 증가. 동사는 전자레인지에 장착되어지는 철심형 고압Trans 및 에어컨에 장착되는 REACTOR를 개발하고 있으며, 에어컨용 REACTOR 등의 신규시장 진출을 통해 영업력을 확대할 전망임.",140,"340,067","1,381,841",256,"10,639.82","3,242.61",20.20,21.34,19.81,12.42,6.70,7.14,7.11,6.12,4.70,1.55,2.06,1.99,1.47,1.48,1.00
락앤락,A115390,"동사는 밀폐용기 및 주방생활용품의 제조ㆍ유통업을 주요 사업으로 영위하고 있음. 1998년 출시된 4면 결착 방식의 Lock Type 밀폐용기는 품질 우수성을 바탕으로 시장점유율 1위를 유지하고 있음. 국내는 서울 사업장(관리, R&D, 영업)과 아산 사업장, 안성 사업장으로 구성되어 있으며, 해외는 중국, 동남아,미국, 유럽 등에서 종속회사가 운영됨. 다양한 제품 개발과 제품화를 통해 시장을 선도해 나가고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 0.9% 증가, 영업이익은 28.9% 감소, 당기순이익은 56.9% 감소. 매출의 40%가 중국 시장에서 나옴. 이 때문에 1분기 실적은 코로나19로 직격탄을 맞음. 1분기 중국 시장 매출은 전년동기 대비 20.5% 줄었음. 다만 집콕족이 늘어나면서 1분기 국내 매출은 전년 동기 대비 15% 늘었고, 이로써 실적 타격을 줄일 수 있었음.",243,"127,272","1,381,841",302,"2,568.61","3,242.61",47.33,39.30,19.81,12.52,9.52,7.14,2.44,2.71,4.70, ,1.32,1.99,0.82,1.00,1.00
롯데관광개발,A032350,"동사는 국내여행을 시작으로 74년 해외여행 시장에 진출해 해외여행사업본부, 크루즈사업본부, 국내여행 대리점, 여행사와의 업무협력을 통한 영업활동을 통해 시장 점유 확대 중임. 패키지상품을 비롯해 법인영업, 크루즈, 자유/맞춤여행 등의 전문상품과 항공권, 유학/어학연수 등 다양한 형태의 상품을 판매. 국내 여행부문은 일반패키지상품 뿐만 아니라 지자체와 협업하여 특화된 상품 출시로 재래시장 및 지역경제 활성화에 동참중.2020년 6월 전년동기 대비 연결기준 매출액은 66.5% 감소, 영업손실은 40459.2% 증가, 당기순이익 적자전환. 제주도에서 복합리조트 사업을 영위할 계획으로 월드클래스로 조성되는 제주 드림타워 복합리조트는 세계1위 건설사인 중국건축고분 유한공사(CSCEC)가 시공건설사로 참여하여 2020년 하반기 오픈 예정. 'LT카지노(주식회사 엘티엔터테인먼트)'로 변경하고 350억원 유상증자에 참여하여 카지노사업 진출의 기반을 마련.",-162,"80,528","1,381,841",-201,"5,162.54","3,242.61",N/A,35.78,19.81,N/A,12.17,7.14,-4.77,6.55,4.70, ,1.03,1.99,0.51,0.67,1.00
롯데리츠,A330590,관련 데이터가 없습니다.,239,"80,528","1,381,841",90,"5,162.54","3,242.61",60.94,35.78,19.81,43.07,12.17,7.14,1.80,6.55,4.70,2.92,1.03,1.99,0.42,0.67,1.00
롯데손해보험,A000400,"대한화재해상보험으로 설립된 손해보험사로, 2008년 4월 롯데그룹에 편입된 후 '롯데손해보험'으로 사명을 변경. 업계 최초로 하이브리드 자동차 보험료 할인을 실시하는 등 지속적으로 친환경보험상품을 개발하고, 녹색사업장 구축을 위해 노력하며 글로벌 주요 환경이슈에 대응함. 2019년 10월 대주주 변경 이후, 명예퇴직 등을 통해 체질을 개선하고 장기 보장성 확대와 장기 저축성의 중단 등 보험상품 포트폴리오를 전면 개편함.2020년 6월 전년동기 대비 별도기준 매출액은 26.3% 증가, 영업이익은 72.2% 증가, 당기순이익은 58.8% 증가. 2019년도 인건비 절감효과를 지속하기 위한 인력관리 강화와 업무 효율화로, 전년 대비 사업비율 하락하면서 수익성 개선. 퇴직연금 사업은 연 1.5%의 이자율차 마진(IFRS 9 기준)을 창출하고 있는 고수익 사업으로, 동사의 핵심 이익 기반이 되고 있음.",-709,"41,959","1,381,841",-301,"2,147.14","3,242.61",N/A,12.99,19.81, , ,7.14,-6.69,3.96,4.70, ,3.25,1.99,0.43,0.76,1.00
롯데쇼핑,A023530,"지배회사인 동사는 1970년 7월 2일 백화점 경영을 목적으로 설립되었으며 2020년 2분기말기준 총 44개의 종속회사가 있음. 사업부문은 경영의 다각화 실태를 적절히 반영할 수 있도록 백화점 사업부문, 할인점 사업부문, 전자제품전문점 사업부문, 슈퍼 사업부문, 홈쇼핑 사업부문, 기타 사업부문으로 세분화 됨. 2020년 2분기 말 인도네시아 49개점을 운영중이며 향후에도 인도네시아 시장을 적극적으로 진출할 계획.2020년 6월 전년동기 대비 연결기준 매출액은 8.8% 감소, 영업이익은 82% 감소, 당기순이익 적자전환. 코로나19의 영향으로 해외여행 감소에 따른 여유자금 증가와 가정 내 체류 시간이 늘어나면서 가전에 대한 관심도가 증가하여 사업영역 성장에 긍정적 요인. 할인점 부문에서 편의성 및 접근성을 기반으로 하는 소형매장의 성장과 모바일 기반 온라인 시장의 급속한 성장이 예상됨.","4,279","56,533","1,381,841","-31,685","2,581.43","3,242.61",N/A,28.06,19.81,9.07,9.02,7.14,-8.03,2.88,4.70,2.80,1.64,1.99,0.99,0.84,1.00
롯데정밀화학,A004000,"1964년에 설립 된 동사는 2016년 2월 최대주주 변동에 따라 삼성정밀화학에서 롯데정밀화학으로 사명을 변경하고 롯데그룹의 계열회사로 편입됨.  주요 제품군은 정밀화학제품(메셀로스, 헤셀로스, 애니코트, ECH), 일반화학제품(가성소다, 염화메탄, 유록스), 전자재료제품(TMAC, 토너) 등이 있음. 친환경,안전,건강 관련 규제와 소비자 선호 변화 등의 메가 트렌드에 대응하여 스페셜티 케미칼 사업확대를 신성장 전략으로 정립함.2020년 6월 전년동기 대비 연결기준 매출액은 2.1% 감소, 영업이익은 5.6% 감소, 당기순이익은 33.7% 증가. 가성소다, ECH 등의 국제가격이 약세를 보이며 판가가 하락 하였으나, 셀룰로스계열의 판매량 증가로 매출액은 전년 동기 수준 유지.  메셀로스®, 헤셀로스® 등 경쟁력 있는 사업의 증설과 제품의 판매가격 회복 시 추가적인 실적 개선 가능할 전망.","1,897","127,272","1,381,841","6,526","2,568.61","3,242.61",6.92,39.30,19.81,4.13,9.52,7.14,11.73,2.71,4.70,3.77,1.32,1.99,1.43,1.00,1.00
